"Sample ID","Sample top depth (m)","Sample bottom depth (m)","Sample Top Date (BP 1950)","Sample Bottom Date (BP 1950)","Mid Depth Date","Cl (µEq/L)","NO3 (µEq/L)","SO4 (µEq/L)","Na (µEq/L)","Mg (µEq/L)","nssSO4 (µEq/L)"
"DSSp1617-13_5",11.98,12.03,-57.845,-57.789,-57.817,4.152,0.354,0.662,3.659,0.631,0.344
"DSSp1617-13_6",12.03,12.08,-57.789,-57.733,-57.761,7.462,0.353,0.748,6.402,1.06,0.19
"DSSp1617-13_7",12.08,12.13,-57.733,-57.676,-57.705,7.459,0.342,0.725,6.569,1.078,0.153
"DSSp1617-13_8",12.13,12.18,-57.676,-57.62,-57.648,1.878,0.456,0.294,1.651,0.237,0.15
"DSSp1617-13_9",12.18,12.23,-57.62,-57.563,-57.592,6.284,0.252,0.531,5.388,0.865,0.062
"DSSp1617-13_10",12.23,12.28,-57.563,-57.507,-57.535,10.815,0.149,1.1,9.45,1.658,0.277
"DSSp1617-13_11",12.28,12.33,-57.507,-57.45,-57.479,14.279,0.117,1.432,12.672,2.461,0.328
"DSSp1617-13_12",12.33,12.38,-57.45,-57.394,-57.422,13.841,0.123,1.387,12.855,2.815,0.267
"DSSp1617-13_13",12.38,12.43,-57.394,-57.337,-57.366,21.241,0.223,2.252,19.246,3.789,0.576
"DSSp1617-13_14",12.43,12.48,-57.337,-57.281,-57.309,7.089,0.274,1.05,5.83,1.425,0.542
"DSSp1617-13_15",12.48,12.53,-57.281,-57.225,-57.253,2.678,0.446,0.748,2.335,0.417,0.545
"DSSp1617-13_16",12.53,12.58,-57.225,-57.168,-57.196,3.027,0.279,0.565,2.608,0.463,0.338
"DSSp1617-13_17",12.58,12.63,-57.168,-57.112,-57.14,2.216,0.337,0.936,1.852,0.386,0.775
"DSSp1617-13_18",12.63,12.68,-57.112,-57.055,-57.084,1.315,0.305,0.661,1.05,0.212,0.57
"DSSp1617-13_19",12.69,12.74,-57.044,-56.991,-57.018,0.933,0.38,1.211,0.679,0.14,1.152
"DSSp1617-13_20",12.74,12.79,-56.991,-56.951,-56.971,0.652,0.344,1.415,0.445,0.109,1.376
"DSSp1617-13_21",12.79,12.84,-56.951,-56.911,-56.931,0.701,0.438,1.888,0.39,0.098,1.854
"DSSp1617-13_22",12.84,12.89,-56.911,-56.871,-56.891,0.99,0.507,1.064,0.701,0.14,1.003
"DSSp1617-13_23",12.89,12.94,-56.871,-56.831,-56.851,0.955,0.462,0.941,0.672,0.127,0.882
"DSSp1617-13_24",12.94,12.99,-56.831,-56.79,-56.811,3.685,0.248,0.467,3.091,0.485,0.197
"DSSp1617-14_4",13,13.045,-56.782,-56.746,-56.764,3.42,0.299,0.382,2.804,0.526,0.137
"DSSp1617-14_5",13.045,13.09,-56.746,-56.71,-56.728,3.444,0.337,0.396,2.838,0.547,0.149
"DSSp1617-14_6",13.1,13.15,-56.702,-56.662,-56.682,5.293,0.337,0.468,4.42,0.812,0.083
"DSSp1617-14_7",13.15,13.2,-56.662,-56.622,-56.642,6.039,0.352,0.545,5.087,0.958,0.102
"DSSp1617-14_8",13.2,13.25,-56.622,-56.582,-56.602,4.668,0.376,0.461,4.147,0.687,0.099
"DSSp1617-14_9",13.25,13.3,-56.582,-56.541,-56.562,7.395,0.373,0.713,6.548,1.084,0.142
"DSSp1617-14_10",13.3,13.35,-56.541,-56.501,-56.521,10.999,0.314,0.981,9.942,1.554,0.115
"DSSp1617-14_11",13.35,13.4,-56.501,-56.461,-56.481,8.3,0.244,0.715,7.569,1.092,0.056
"DSSp1617-14_12",13.4,13.45,-56.461,-56.421,-56.441,3.197,0.174,0.472,2.732,0.497,0.234
"DSSp1617-14_13",13.45,13.5,-56.421,-56.381,-56.401,2.222,0.167,0.368,1.929,0.376,0.2
"DSSp1617-14_14",13.5,13.55,-56.381,-56.341,-56.361,3.974,0.134,0.63,3.521,0.608,0.323
"DSSp1617-14_15",13.55,13.6,-56.341,-56.3,-56.321,2.572,0.15,0.483,2.127,0.402,0.298
"DSSp1617-14_16",13.6,13.65,-56.3,-56.26,-56.28,1.11,0.132,0.286,0.948,0.201,0.204
"DSSp1617-14_17",13.65,13.7,-56.26,-56.22,-56.24,1.674,0.141,0.376,1.429,0.291,0.252
"DSSp1617-14_18",13.7,13.75,-56.22,-56.18,-56.2,1.101,0.174,0.359,0.954,0.196,0.276
"DSSp1617-14_19",13.75,13.8,-56.18,-56.14,-56.16,0.792,0.19,0.435,0.708,0.152,0.374
"DSSp1617-14_20",13.8,13.85,-56.14,-56.1,-56.12,1.705,0.254,0.645,1.446,0.28,0.519
"DSSp1617-14_21",13.85,13.9,-56.1,-56.059,-56.08,2.689,0.338,0.986,2.169,0.397,0.797
"DSSp1617-14_22",13.9,13.94,-56.059,-56.027,-56.043,1.339,0.685,0.999,0.815,0.17,0.928
"DSSp1617-14_23",13.94,13.985,-56.027,-55.99,-56.009,1.265,0.953,1.906,0.624,0.135,1.852
"DSSp1617-15_4",14,14.04,-55.976,-55.939,-55.958,1.522,0.665,0.724,0.847,0.194,0.651
"DSSp1617-15_5",14.04,14.08,-55.939,-55.901,-55.92,1.305,0.212,0.68,1.099,0.228,0.584
"DSSp1617-15_6",14.08,14.12,-55.901,-55.864,-55.883,1.227,0.173,0.613,1.046,0.223,0.522
"DSSp1617-15_7",14.12,14.165,-55.864,-55.822,-55.843,5.703,0.13,0.743,4.885,0.987,0.318
"DSSp1617-15_8",14.175,14.23,-55.813,-55.762,-55.788,15.081,0.131,1.219,13.113,2.493,0.077
"DSSp1617-15_9",14.23,14.28,-55.762,-55.715,-55.739,10.427,0.145,0.904,8.937,1.791,0.125
"DSSp1617-15_10",14.28,14.33,-55.715,-55.669,-55.692,6.443,0.169,0.635,5.52,1.034,0.154
"DSSp1617-15_11",14.33,14.38,-55.669,-55.622,-55.646,2.727,0.183,0.318,2.272,0.454,0.12
"DSSp1617-15_12",14.38,14.43,-55.622,-55.576,-55.599,1.777,0.181,0.203,1.343,0.347,0.086
"DSSp1617-15_13",14.43,14.48,-55.576,-55.529,-55.553,6.376,0.266,0.495,5.43,1.062,0.022
"DSSp1617-15_14",14.48,14.53,-55.529,-55.483,-55.506,4.62,0.234,0.442,3.93,0.688,0.1
"DSSp1617-15_15",14.53,14.58,-55.483,-55.436,-55.46,4.545,0.219,0.523,3.912,0.727,0.183
"DSSp1617-15_16",14.58,14.63,-55.436,-55.39,-55.413,5.286,0.172,0.722,4.679,0.869,0.315
"DSSp1617-15_17",14.63,14.68,-55.39,-55.343,-55.367,4.078,0.242,0.635,3.558,0.687,0.325
"DSSp1617-15_18",14.68,14.73,-55.343,-55.297,-55.32,2.596,0.152,0.514,2.294,0.425,0.314
"DSSp1617-15_19",14.73,14.78,-55.297,-55.25,-55.274,3.037,0.143,0.687,2.699,0.473,0.452
"DSSp1617-15_20",14.78,14.83,-55.25,-55.204,-55.227,0.986,0.435,0.799,0.71,0.132,0.737
"DSSp1617-15_21",14.83,14.87,-55.204,-55.167,-55.186,0.369,0.299,0.814,0.274,0.075,0.791
"DSSp1617-15_22",14.87,14.91,-55.167,-55.129,-55.148,0.812,0.151,0.678,0.705,0.14,0.616
"DSSp1617-15_23",14.91,14.95,-55.129,-55.092,-55.111,0.834,0.096,0.498,0.734,0.151,0.434
"DSSp1617-15_24",14.95,14.99,-55.092,-55.055,-55.074,1.669,0.174,0.717,1.453,0.264,0.59
"DSSp1617-16_4",15,15.05,-55.046,-54.999,-55.023,0.377,0.196,1.012,0.365,0.081,0.98
"DSSp1617-16_5",15.05,15.1,-54.999,-54.954,-54.977,0.322,0.159,1.113,0.311,0.07,1.086
"DSSp1617-16_6",15.1,15.15,-54.954,-54.908,-54.931,0.319,0.229,0.635,0.239,0.061,0.614
"DSSp1617-16_7",15.15,15.2,-54.908,-54.863,-54.886,1.064,0.414,0.665,0.768,0.14,0.598
"DSSp1617-16_8",15.2,15.25,-54.863,-54.817,-54.84,4.197,0.376,0.833,3.384,0.623,0.539
"DSSp1617-16_9",15.26,15.3,-54.808,-54.772,-54.79,5.884,0.235,0.84,4.978,0.907,0.407
"DSSp1617-16_10",15.3,15.35,-54.772,-54.727,-54.75,6.215,0.22,0.805,5.385,0.983,0.336
"DSSp1617-16_11",15.35,15.4,-54.727,-54.681,-54.704,7.14,0.173,0.743,6.445,1.045,0.181
"DSSp1617-16_12",15.4,15.45,-54.681,-54.636,-54.659,5.514,0.207,0.563,4.761,0.85,0.149
"DSSp1617-16_13",15.45,15.5,-54.636,-54.59,-54.613,9.646,0.218,0.831,8.341,1.594,0.104
"DSSp1617-16_14",15.5,15.55,-54.59,-54.545,-54.568,12.189,0.201,1.144,10.842,2.112,0.2
"DSSp1617-16_15",15.55,15.6,-54.545,-54.5,-54.523,10.026,0.162,0.755,8.68,1.593,-0.001
"DSSp1617-16_16",15.6,15.65,-54.5,-54.454,-54.477,9.295,0.178,0.724,7.853,1.515,0.04
"DSSp1617-16_17",15.65,15.7,-54.454,-54.409,-54.432,4.465,0.155,0.483,3.818,0.763,0.151
"DSSp1617-16_18",15.7,15.75,-54.409,-54.363,-54.386,3.891,0.153,0.371,3.291,0.622,0.084
"DSSp1617-16_19",15.75,15.8,-54.363,-54.318,-54.341,4.213,0.159,0.419,3.507,0.685,0.114
"DSSp1617-16_20",15.8,15.85,-54.318,-54.272,-54.295,3.559,0.212,0.315,2.909,0.622,0.062
"DSSp1617-16_21",15.85,15.9,-54.272,-54.227,-54.25,2.501,0.275,0.305,2.046,0.386,0.127
"DSSp1617-16_22",15.9,15.94,-54.227,-54.191,-54.209,1.923,0.328,0.491,1.633,0.3,0.349
"DSSp1617-16_23",15.94,15.98,-54.191,-54.154,-54.173,1.266,0.405,0.523,0.987,0.19,0.437
"DSSp1617-17_4",16,16.05,-54.136,-54.091,-54.114,0.983,0.391,0.561,0.7,0.149,0.5
"DSSp1617-17_5",16.05,16.1,-54.091,-54.045,-54.068,1.371,0.228,0.85,1.099,0.202,0.755
"DSSp1617-17_6",16.1,16.15,-54.045,-54,-54.023,0.764,0.262,0.833,0.618,0.115,0.779
"DSSp1617-17_7",16.15,16.2,-54,-53.952,-53.976,1.246,0.284,1.021,1.055,0.184,0.929
"DSSp1617-17_8",16.2,16.25,-53.952,-53.905,-53.929,0.794,0.384,0.679,0.546,0.096,0.631
"DSSp1617-17_9",16.25,16.3,-53.905,-53.857,-53.881,0.57,0.427,0.814,0.47,0.106,0.773
"DSSp1617-17_10",16.3,16.35,-53.857,-53.81,-53.834,1.898,1.478,1.025,1.088,0.176,0.931
"DSSp1617-17_11",16.35,16.39,-53.81,-53.772,-53.791,2.877,1.527,0.99,1.965,0.322,0.819
"DSSp1617-17_12",16.4,16.45,-53.762,-53.715,-53.739,3.061,0.413,0.54,2.36,0.442,0.334
"DSSp1617-17_13",16.45,16.5,-53.715,-53.667,-53.691,4.067,0.26,0.609,3.145,0.608,0.335
"DSSp1617-17_14",16.5,16.55,-53.667,-53.62,-53.643,8.115,0.178,0.943,6.799,1.158,0.351
"DSSp1617-17_15",16.55,16.6,-53.62,-53.572,-53.596,10.798,0.231,1.092,9.331,1.742,0.279
"DSSp1617-17_16",16.6,16.65,-53.572,-53.525,-53.549,6.749,0.299,0.598,6.12,0.905,0.065
"DSSp1617-17_17",16.65,16.7,-53.525,-53.477,-53.501,6.624,0.273,0.492,5.478,1.093,0.015
"DSSp1617-17_18",16.7,16.75,-53.477,-53.43,-53.454,5.344,0.229,0.448,4.391,0.863,0.065
"DSSp1617-17_19",16.75,16.8,-53.43,-53.382,-53.406,3.872,0.198,0.312,3.066,0.602,0.045
"DSSp1617-17_20",16.8,16.85,-53.382,-53.335,-53.359,3.934,0.185,0.376,3.222,0.622,0.095
"DSSp1617-17_21",16.85,16.9,-53.335,-53.287,-53.311,3.614,0.19,0.647,3.176,0.562,0.371
"DSSp1617-17_22",16.9,16.95,-53.287,-53.24,-53.264,2.217,0.208,0.581,1.883,0.344,0.417
"DSSp1617-17_23",16.95,17,-53.24,-53.192,-53.216,1.982,0.187,0.599,1.698,0.306,0.451
"DSSp1617-18_4",17,17.05,-53.192,-53.144,-53.168,1.156,0.136,0.551,1.066,0.173,0.458
"DSSp1617-18_5",17.05,17.1,-53.144,-53.097,-53.121,0.664,0.251,0.531,0.57,0.123,0.481
"DSSp1617-18_6",17.1,17.15,-53.097,-53.049,-53.073,1.376,0.573,0.727,1.092,0.191,0.632
"DSSp1617-18_7",17.15,17.2,-53.049,-53.002,-53.026,0.897,1.205,1.188,0.374,0.078,1.156
"DSSp1617-18_8",17.2,17.25,-53.002,-52.953,-52.978,0.999,0.806,1.387,0.695,0.115,1.327
"DSSp1617-18_9",17.25,17.3,-52.953,-52.905,-52.929,1.126,0.626,1.231,0.782,0.147,1.163
"DSSp1617-18_10",17.3,17.35,-52.905,-52.856,-52.881,2.041,0.332,0.896,1.839,0.332,0.736
"DSSp1617-18_11",17.35,17.4,-52.856,-52.808,-52.832,2.228,0.321,0.72,1.932,0.3,0.551
"DSSp1617-18_12",17.4,17.45,-52.808,-52.759,-52.784,4.024,0.264,0.691,3.469,0.61,0.388
"DSSp1617-18_13",17.45,17.5,-52.759,-52.71,-52.735,8.301,0.187,0.826,7.238,1.307,0.195
"DSSp1617-18_14",17.51,17.56,-52.701,-52.652,-52.677,8.514,0.169,0.905,7.54,1.444,0.248
"DSSp1617-18_15",17.56,17.61,-52.652,-52.603,-52.628,11.18,0.204,1.189,9.841,1.798,0.332
"DSSp1617-18_16",17.61,17.66,-52.603,-52.555,-52.579,4.188,0.234,0.47,3.457,0.751,0.169
"DSSp1617-18_17",17.66,17.71,-52.555,-52.506,-52.531,4.399,0.242,0.478,3.859,0.69,0.141
"DSSp1617-18_18",17.71,17.76,-52.506,-52.458,-52.482,1.244,0.321,0.195,1.01,0.228,0.107
"DSSp1617-18_19",17.76,17.81,-52.458,-52.409,-52.434,2.973,0.217,0.424,2.587,0.436,0.198
"DSSp1617-18_20",17.81,17.86,-52.409,-52.361,-52.385,3.199,0.178,0.501,2.83,0.441,0.254
"DSSp1617-18_21",17.86,17.9,-52.361,-52.322,-52.342,1.225,0.173,0.25,1.048,0.206,0.159
"DSSp1617-18_22",17.9,17.94,-52.322,-52.283,-52.302,0.884,0.197,0.209,0.729,0.16,0.145
"DSSp1617-18_23",17.94,17.985,-52.283,-52.239,-52.261,3.405,0.273,0.603,2.993,0.503,0.342
"DSSp1617-19_4",18,18.05,-52.224,-52.176,-52.2,4.086,0.382,0.691,3.619,0.563,0.376
"DSSp1617-19_5",18.05,18.1,-52.176,-52.127,-52.152,1.728,0.4,0.902,1.382,0.26,0.782
"DSSp1617-19_6",18.1,18.15,-52.127,-52.079,-52.103,2.88,0.424,1.079,2.395,0.435,0.87
"DSSp1617-19_7",18.15,18.2,-52.079,-52.03,-52.055,2.615,0.227,1.339,2.269,0.404,1.142
"DSSp1617-19_8",18.2,18.25,-52.03,-51.989,-52.01,0.456,0.113,0.884,0.447,0.088,0.845
"DSSp1617-19_9",18.25,18.3,-51.989,-51.959,-51.974,1.322,0.226,0.955,1.142,0.193,0.855
"DSSp1617-19_10",18.3,18.35,-51.959,-51.929,-51.944,2.841,0.806,1.347,2.226,0.328,1.153
"DSSp1617-19_11",18.35,18.39,-51.929,-51.905,-51.917,3.568,0.809,1.494,2.877,0.431,1.243
"DSSp1617-19_12",18.39,18.43,-51.905,-51.882,-51.894,1.639,0.242,0.7,1.38,0.229,0.58
"DSSp1617-19_13",18.43,18.47,-51.882,-51.858,-51.87,1.121,0.171,0.503,0.937,0.163,0.422
"DSSp1617-19_14",18.47,18.505,-51.858,-51.837,-51.848,1.388,0.198,0.563,1.134,0.194,0.464
"DSSp1617-19_15",18.515,18.57,-51.831,-51.798,-51.815,2.666,0.285,0.662,2.004,0.448,0.487
"DSSp1617-19_16",18.57,18.62,-51.798,-51.769,-51.784,3.883,0.257,0.498,3.285,0.518,0.212
"DSSp1617-19_17",18.62,18.67,-51.769,-51.739,-51.754,4.526,0.259,0.532,3.769,0.768,0.204
"DSSp1617-19_18",18.67,18.72,-51.739,-51.709,-51.724,8.592,0.218,0.963,7.71,1.367,0.291
"DSSp1617-19_19",18.72,18.77,-51.709,-51.679,-51.694,8.337,0.228,0.807,7.266,1.389,0.174
"DSSp1617-19_20",18.77,18.82,-51.679,-51.65,-51.665,7.601,0.243,0.702,6.606,1.281,0.127
"DSSp1617-19_21",18.82,18.87,-51.65,-51.62,-51.635,7.29,0.273,0.683,6.191,1.194,0.143
"DSSp1617-19_22",18.87,18.91,-51.62,-51.596,-51.608,4.779,0.261,0.422,4.063,0.808,0.068
"DSSp1617-19_23",18.91,18.95,-51.596,-51.572,-51.584,7.332,0.241,0.537,6.498,1.088,-0.029
"DSSp1617-19_24",18.95,18.99,-51.572,-51.548,-51.56,3.696,0.197,0.331,3.017,0.61,0.068
"DSSp1617-20_4",19,19.05,-51.543,-51.513,-51.528,1.907,0.14,0.192,1.601,0.309,0.052
"DSSp1617-20_5",19.05,19.1,-51.513,-51.483,-51.498,2.361,0.149,0.265,1.985,0.398,0.092
"DSSp1617-20_6",19.1,19.15,-51.483,-51.453,-51.468,2.083,0.184,0.242,1.919,0.371,0.075
"DSSp1617-20_7",19.15,19.2,-51.453,-51.424,-51.439,2.704,0.155,0.306,2.285,0.453,0.107
"DSSp1617-20_8",19.2,19.25,-51.424,-51.394,-51.409,2.849,0.168,0.33,2.472,0.458,0.115
"DSSp1617-20_9",19.25,19.3,-51.394,-51.364,-51.379,2.116,0.146,0.286,1.828,0.337,0.127
"DSSp1617-20_10",19.3,19.35,-51.364,-51.334,-51.349,3.356,0.152,0.372,3.071,0.46,0.104
"DSSp1617-20_11",19.35,19.4,-51.334,-51.305,-51.32,2.309,0.141,0.318,1.934,0.4,0.15
"DSSp1617-20_12",19.4,19.45,-51.305,-51.275,-51.29,2.771,0.108,0.36,2.481,0.456,0.144
"DSSp1617-20_13",19.45,19.49,-51.275,-51.251,-51.263,5.338,0.108,0.677,5.115,0.827,0.231
"DSSp1617-20_14",19.49,19.54,-51.251,-51.221,-51.236,1.697,0.108,0.307,1.326,0.321,0.192
"DSSp1617-20_15",19.54,19.58,-51.221,-51.198,-51.21,1.512,0.107,0.321,1.364,0.264,0.202
"DSSp1617-20_16",19.59,19.64,-51.192,-51.162,-51.177,1.226,0.108,0.287,1.056,0.229,0.195
"DSSp1617-20_17",19.64,19.69,-51.162,-51.132,-51.147,1.236,0.107,0.3,1.089,0.215,0.206
"DSSp1617-20_18",19.69,19.74,-51.132,-51.102,-51.117,0.891,0.24,0.651,0.743,0.178,0.586
"DSSp1617-20_19",19.74,19.79,-51.102,-51.073,-51.088,0.495,0.274,0.661,0.412,0.119,0.625
"DSSp1617-20_20",19.79,19.84,-51.073,-51.043,-51.058,0.687,0.319,0.752,0.514,0.139,0.707
"DSSp1617-20_21",19.84,19.89,-51.043,-51.013,-51.028,1.585,0.414,0.954,1.286,0.24,0.842
"DSSp1617-20_22",19.89,19.94,-51.013,-50.971,-50.992,1.164,0.629,0.881,0.678,0.148,0.822
"DSSp1617-20_23",19.94,19.99,-50.971,-50.918,-50.945,1.036,0.551,0.605,0.74,0.167,0.541
"DSSp1617-21_4",20,20.05,-50.908,-50.855,-50.882,0.859,0.56,0.369,0.688,0.158,0.309
"DSSp1617-21_5",20.05,20.1,-50.855,-50.803,-50.829,1.75,0.499,0.46,1.404,0.303,0.338
"DSSp1617-21_6",20.1,20.15,-50.803,-50.75,-50.777,3.867,0.327,0.587,3.413,0.585,0.289
"DSSp1617-21_7",20.15,20.2,-50.75,-50.697,-50.724,2.4,0.302,0.403,1.928,0.427,0.235
"DSSp1617-21_8",20.2,20.25,-50.697,-50.645,-50.671,13.605,0.349,0.639,14.634,0.796,-0.636
"DSSp1617-21_9",20.25,20.3,-50.645,-50.592,-50.619,3.175,0.306,0.385,2.763,0.475,0.144
"DSSp1617-21_10",20.3,20.35,-50.592,-50.54,-50.566,2.911,0.282,0.338,2.603,0.452,0.112
"DSSp1617-21_11",20.35,20.4,-50.54,-50.487,-50.514,2.77,0.304,0.318,2.274,0.463,0.12
"DSSp1617-21_12",20.4,20.45,-50.487,-50.435,-50.461,6.976,0.288,0.517,7.023,0.735,-0.095
"DSSp1617-21_13",20.45,20.5,-50.435,-50.382,-50.409,9.596,0.246,0.519,9.678,0.817,-0.324
"DSSp1617-21_14",20.5,20.55,-50.382,-50.33,-50.356,3.2,0.181,0.284,2.631,0.505,0.055
"DSSp1617-21_15",20.55,20.59,-50.33,-50.288,-50.309,5.03,0.193,0.368,4.211,0.747,0.001
"DSSp1617-21_16",20.59,20.63,-50.288,-50.246,-50.267,3.158,0.199,0.844,2.769,0.639,0.603
"DSSp1617-21_17",20.63,20.67,-50.246,-50.204,-50.225,3.415,0.122,0.756,2.917,0.536,0.502
"DSSp1617-21_18",20.68,20.73,-50.193,-50.141,-50.167,2.158,0.155,0.453,1.867,0.34,0.291
"DSSp1617-21_19",20.73,20.78,-50.141,-50.088,-50.115,0.848,0.146,0.486,0.792,0.183,0.417
"DSSp1617-21_20",20.78,20.83,-50.088,-50.036,-50.062,2.01,0.267,0.876,1.681,0.349,0.73
"DSSp1617-21_21",20.83,20.87,-50.036,-49.991,-50.014,1.341,0.298,1.172,1.056,0.213,1.08
"DSSp1617-21_22",20.87,20.91,-49.991,-49.928,-49.96,1.591,0.309,1.564,1.389,0.235,1.443
"DSSp1617-21_23",20.91,20.95,-49.928,-49.865,-49.897,1.071,0.353,1.253,0.804,0.191,1.183
"DSSp1617-21_24",20.95,20.99,-49.865,-49.802,-49.834,3.225,0.403,0.782,3.363,0.183,0.489
"DSSp1617-22_4",21,21.05,-49.786,-49.708,-49.747,0.928,0.273,0.586,0.77,0.172,0.519
"DSSp1617-22_5",21.05,21.1,-49.708,-49.63,-49.669,1.526,0.365,0.538,1.259,0.256,0.429
"DSSp1617-22_6",21.1,21.15,-49.63,-49.551,-49.591,3.654,0.317,0.618,3.074,0.591,0.35
"DSSp1617-22_7",21.15,21.2,-49.551,-49.473,-49.512,4.374,0.244,0.517,3.68,0.654,0.197
"DSSp1617-22_8",21.2,21.25,-49.473,-49.394,-49.434,5.093,0.192,0.505,4.295,0.798,0.131
"DSSp1617-22_9",21.25,21.3,-49.394,-49.316,-49.355,3.635,0.201,0.415,2.977,0.609,0.155
"DSSp1617-22_10",21.3,21.35,-49.316,-49.237,-49.277,2.882,0.311,0.354,2.357,0.432,0.148
"DSSp1617-22_11",21.35,21.4,-49.237,-49.159,-49.198,5.03,0.299,0.74,4.386,0.752,0.358
"DSSp1617-22_12",21.4,21.45,-49.159,-49.08,-49.12,3.65,0.388,1.095,2.891,0.65,0.843
"DSSp1617-22_13",21.45,21.5,-49.08,-49.002,-49.041,1.18,0.346,0.986,0.894,0.204,0.908
"DSSp1617-22_14",21.5,21.55,-49.002,-48.95,-48.976,0.888,0.248,0.751,0.735,0.167,0.687
"DSSp1617-22_15",21.55,21.6,-48.95,-48.899,-48.925,1.892,0.401,0.573,1.628,0.318,0.431
"DSSp1617-22_16",21.6,21.65,-48.899,-48.849,-48.874,4.147,0.229,0.61,3.51,0.632,0.304
"DSSp1617-22_17",21.65,21.7,-48.849,-48.798,-48.824,8.013,0.225,0.791,7.135,1.132,0.169
"DSSp1617-22_18",21.7,21.75,-48.798,-48.747,-48.773,6.543,0.28,0.648,5.651,1.016,0.156
"DSSp1617-22_19",21.75,21.8,-48.747,-48.696,-48.722,4.932,0.325,0.59,4.56,0.855,0.193
"DSSp1617-22_20",21.8,21.84,-48.696,-48.656,-48.676,5.106,0.353,0.611,4.496,0.838,0.22
"DSSp1617-22_21",21.85,21.9,-48.646,-48.595,-48.621,4.915,0.296,0.474,4.235,0.81,0.105
"DSSp1617-22_22",21.9,21.95,-48.595,-48.544,-48.57,6.419,0.215,0.505,5.474,0.98,0.029
"DSSp1617-22_23",21.95,21.99,-48.544,-48.504,-48.524,8.279,0.181,0.567,7.335,1.143,-0.072
"DSSp1617-23_4",22,22.05,-48.493,-48.443,-48.468,3.199,0.124,0.402,2.957,0.59,0.145
"DSSp1617-23_5",22.05,22.1,-48.443,-48.392,-48.418,3.985,0.11,0.462,3.432,0.668,0.163
"DSSp1617-23_6",22.1,22.15,-48.392,-48.341,-48.367,2.982,0.108,0.401,2.626,0.494,0.172
"DSSp1617-23_7",22.15,22.2,-48.341,-48.29,-48.316,7.107,0.215,0.35,7.767,0.444,-0.327
"DSSp1617-23_8",22.2,22.25,-48.29,-48.24,-48.265,3.759,0.184,0.475,3.297,0.616,0.188
"DSSp1617-23_9",22.25,22.3,-48.24,-48.189,-48.215,3.674,0.245,0.496,3.166,0.554,0.22
"DSSp1617-23_10",22.3,22.35,-48.189,-48.138,-48.164,2.912,0.306,0.887,2.524,0.536,0.667
"DSSp1617-23_11",22.35,22.4,-48.138,-48.087,-48.113,0.736,0.349,0.409,0.585,0.15,0.358
"DSSp1617-23_12",22.4,22.45,-48.087,-48.037,-48.062,0.59,0.225,0.74,0.478,0.131,0.698
"DSSp1617-23_13",22.45,22.5,-48.037,-47.987,-48.012,0.65,0.359,0.688,0.475,0.134,0.646
"DSSp1617-23_14",22.5,22.55,-47.987,-47.94,-47.964,1.962,0.589,1.017,1.425,0.259,0.893
"DSSp1617-23_15",22.55,22.6,-47.94,-47.893,-47.917,0.991,0.366,0.736,0.756,0.176,0.67
"DSSp1617-23_16",22.6,22.65,-47.893,-47.846,-47.87,1.703,0.439,0.635,1.346,0.285,0.518
"DSSp1617-23_17",22.65,22.7,-47.846,-47.799,-47.823,3.34,0.38,0.575,2.775,0.441,0.333
"DSSp1617-23_18",22.7,22.74,-47.799,-47.762,-47.781,3.436,0.346,0.575,2.816,0.562,0.33
"DSSp1617-23_19",22.74,22.78,-47.762,-47.724,-47.743,7.803,0.334,0.846,6.997,1.08,0.237
"DSSp1617-23_20",22.78,22.82,-47.724,-47.687,-47.706,4.58,0.372,0.472,3.837,0.654,0.137
"DSSp1617-23_21",22.82,22.86,-47.687,-47.649,-47.668,4.917,0.329,0.458,4.215,0.74,0.091
"DSSp1617-23_22",22.88,22.92,-47.63,-47.593,-47.612,6.529,0.31,0.445,5.398,0.96,-0.025
"DSSp1617-23_23",22.92,22.96,-47.593,-47.555,-47.574,6.755,0.219,0.51,5.668,1.062,0.016
"DSSp1617-23_24",22.96,23,-47.555,-47.518,-47.537,8.562,0.182,0.967,7.582,1.381,0.306
"DSSp1617-24_4",23,23.05,-47.518,-47.471,-47.495,9.052,0.122,0.931,8.204,1.4,0.216
"DSSp1617-24_5",23.05,23.1,-47.471,-47.424,-47.448,1.737,0.111,0.243,1.264,0.381,0.133
"DSSp1617-24_6",23.1,23.15,-47.424,-47.377,-47.401,0.704,0.107,0.139,0.59,0.175,0.088
"DSSp1617-24_7",23.15,23.2,-47.377,-47.33,-47.354,2.639,0.181,0.451,2.378,0.437,0.244
"DSSp1617-24_8",23.2,23.25,-47.33,-47.283,-47.307,4.635,0.191,0.946,4.064,0.765,0.592
"DSSp1617-24_9",23.25,23.3,-47.283,-47.236,-47.26,11.983,0.284,1.417,12.149,1.023,0.358
"DSSp1617-24_10",23.3,23.35,-47.236,-47.189,-47.213,5.66,0.209,1.16,5.334,0.999,0.695
"DSSp1617-24_11",23.35,23.4,-47.189,-47.143,-47.166,4.95,0.211,1.209,4.406,0.794,0.825
"DSSp1617-24_12",23.4,23.45,-47.143,-47.096,-47.12,1.121,0.281,0.896,0.976,0.178,0.811
"DSSp1617-24_13",23.45,23.5,-47.096,-47.049,-47.073,0.471,0.222,0.644,0.382,0.117,0.611
"DSSp1617-24_14",23.5,23.55,-47.049,-47.002,-47.026,0.74,0.24,1.493,0.606,0.13,1.44
